ev,cvar,mstd,cvar_mstd,var,alpha
0.02280038354880931,0.022800383548809533,0.022800263675392562,7.719717531884385e-9,median,0.0
0.022565849751257305,0.022565849751257305,0.022565739593083833,4.278007281754981e-9,median,0.1
0.02245582839490634,0.02245582839490634,0.02245583049235722,1.5119838714383604e-9,median,0.2
0.0223538922790667,0.0223538922790667,0.022353899440585412,1.1328094018381307e-10,median,0.3
0.022250770098673156,0.022250770098673156,0.022250782370913713,-1.90807780686697e-9,median,0.4
0.022146489721307283,0.022146489721307505,0.022220964551481925,-7.28559017639796e-5,median,0.5
0.02204108037061414,0.02204108037061414,0.02227749868292528,-0.00030470527681103476,median,0.6
0.021934572628575788,0.021934572628575788,0.02233406475025279,-0.0005429614124721205,median,0.7
0.021826998434517186,0.021826998434517186,0.022390704318357324,-0.0007689212762270747,median,0.8
0.02171839108064466,0.02171839108064466,0.022447459876379527,-0.0009979056058835312,median,0.9
0.02160878520394438,0.02160878520394438,0.022504374805568883,-0.0012299768441914605,median,1.0
0.021498216774266332,0.021498216774266332,0.022561493343357553,-0.0014651982478858239,median,1.1
0.021386723078410386,0.021386723078410386,0.022618860543190733,-0.0017036337938386437,median,1.2
0.02127434270006434,0.02127434270006434,0.022676522230413942,-0.0015256047851534005,median,1.3
0.021161115495414773,0.021256494671063608,0.02273452495381023,-0.0013896460157221124,median,1.4
0.021047082564326525,0.021503541276373328,0.022792915932936086,-0.0011712583679009958,median,1.5
0.020932286216905016,0.021754242839872928,0.022851743001078173,-0.0009488919964512066,median,1.6
0.020816769935346535,0.022008623925686033,0.02291105454382958,-0.0007225182585339773,median,1.7
0.020700578330962616,0.02226670704336753,0.02297089943326025,-0.0004921107581030704,median,1.8
0.020502945069416967,0.022528512537127066,0.02303132695763721,-0.00033632577432873845,median,1.9
0.020213866474957154,0.02279405847228455,0.02309238674673031,-0.0003110785754129042,median,2.0
0.01991979309289671,0.023063360518994047,0.023353844482310926,-0.000421791886949463,median,2.1
0.01962061977276286,0.023336431833288707,0.023741031744630492,-0.0005308734298731244,median,2.2
0.01931624263141174,0.023613282935504687,0.02412961985822948,-0.0006383046052518271,median,2.3
0.019006559393858424,0.023893921586169764,0.024519609878024484,-0.0007440679502568326,median,2.4
0.018691469756380252,0.024178352659434577,0.024911001494327234,-0.0008481471682041386,median,2.5
0.01837087577218921,0.02446657801416019,0.0253037929198785,-0.0009505271571428331,median,2.6
0.018044682259791278,0.02475859636279476,0.025697980772543705,-0.0010511940369026807,median,2.7
