ev,cvar,mstd,cvar_mstd,var,alpha
0.0038508105041115126,0.0038508105041115126,0.0038508102813727962,2.2188428872027544e-10,median,0.0
0.0038595047836222918,0.003866880037460607,0.003873410610320205,-6.505374871457192e-6,median,0.1
0.003868580187255777,0.003896230981353277,0.003925539868154582,-2.9194283477695926e-5,median,0.2
0.0038780458676939134,0.003952230185847672,0.004000609735187899,-4.818677286755335e-5,median,0.3
0.00388791167090341,0.004036401533913603,0.004098901172310487,-6.224450432512629e-5,median,0.4
0.003898188193315111,0.004127145582246916,0.004221000533865649,-9.346045498836997e-5,median,0.5
0.003908886839837811,0.004224714553281661,0.00436282886008299,-0.00013751435520370503,median,0.6
0.003920019882587056,0.004342118767819869,0.004521766306470942,-0.00017883887106973084,median,0.7
0.003931600520266532,0.004472237274685931,0.0046951745759324925,-0.00022189546330864118,median,0.8
0.003943642938032399,0.004619057352576839,0.004882348234785283,-0.0002620116500912095,median,0.9
0.003956162367754645,0.004771763329200374,0.0050818116969357785,-0.00030848072676981086,median,1.0
0.003969175148540449,0.004936410007298608,0.005292636560596753,-0.00035435110170189965,median,1.1
0.003982698787330818,0.005123621862547889,0.005515185404405765,-0.0003894158412935944,median,1.2
0.003996752019550076,0.00532358777037123,0.005751018440774303,-0.0004249865648316975,median,1.3
0.004011354869435824,0.005525663109551715,0.006001204326869569,-0.0004727044214982712,median,1.4
0.00402652871010134,0.005729869202061311,0.006265610973755109,-0.0005324059232982847,median,1.5
0.00404229632300912,0.005936698857760048,0.0065430654067493155,-0.0006024248438334379,median,1.6
0.004058681956718546,0.006185393526802141,0.006833133855005169,-0.0006433442706865744,median,1.7
0.004075711384702085,0.0064365531192935865,0.00713295503346334,-0.0006914696919501084,median,1.8
0.004093411962028615,0.006690195682287792,0.0074447244767374965,-0.0007489530453810289,median,1.9
0.004111812680676508,0.006946339288040004,0.007765918752172141,-0.0008132637241264895,median,2.0
0.004130944223281752,0.0072050020412233184,0.00810023269860971,-0.0008880373482206272,median,2.1
0.0041508390150495345,0.007493248429112809,0.008445838577582743,-0.0009446121070951774,median,2.2
0.0041715312736092525,0.007804914275535646,0.008804036724831876,-0.0009904029057417052,median,2.3
0.004193057056545824,0.00811950729960298,0.009173576848642284,-0.0010444878593935947,median,2.4
0.004215454306349953,0.00843704861755179,0.009555508506928545,-0.0011078735938263584,median,2.5
0.004238762892506243,0.008757559473805632,0.00994759877810436,-0.0011783178708860698,median,2.6
0.004263024650453584,0.00911035984994113,0.010348537261605895,-0.0012254953276029656,median,2.7
0.004288283417111627,0.009490909313851992,0.010759334022148792,-0.0012549225771176786,median,2.8
0.004314585062702214,0.009874923105839706,0.011179236803756432,-0.0012898936711156495,median,2.9
0.0043419775185418175,0.010266766465821142,0.011606499017819738,-0.0013243613532527565,median,3.0
0.004370510800516314,0.01066423009000439,0.012042529169571603,-0.001361898378616666,median,3.1
0.004400237027920806,0.01106736746467174,0.012489397376182598,-0.0014044886940998147,median,3.2
0.004431210437350064,0.011498749960801247,0.012948332905134308,-0.0014310531912082869,median,3.3
0.004463487391326959,0.011944117682517241,0.013416300038245232,-0.001452692595996563,median,3.4
0.004497126381348471,0.012393327565146883,0.013894221177417565,-0.001480325640408231,median,3.5
0.004532188025030859,0.012846414089204616,0.014380797304072823,-0.0015126303839209099,median,3.6
0.004568735057041806,0.013315150911481055,0.014875562598043457,-0.0015375399153051417,median,3.7
0.004606832313500009,0.013794845715657145,0.015377695944289727,-0.001558878272543085,median,3.8
0.004646546709541788,0.014281791046879988,0.01588869474025678,-0.0015817714102900338,median,3.9
0.004687947209740306,0.01477751761922974,0.016407113752453517,-0.0016032907593568346,median,4.0
0.004731104791094065,0.01527745292990379,0.016932507625100346,-0.0016274970883383144,median,4.1
0.004776092398295795,0.01578499576709902,0.01746580243736129,-0.001651953968610953,median,4.2
0.0048229848910041895,0.016298087685628904,0.0180068706604386,-0.0016785574086559674,median,4.3
0.004871858982873567,0.016818563962138544,0.01855647379714176,-0.0017062478907273748,median,4.4
0.00492279317208677,0.017352873486563336,0.01911229945985271,-0.0017264299275180361,median,4.5
0.004975867663173039,0.01790544541069594,0.01967428409598937,-0.001734709517423605,median,4.6
0.005031164279922118,0.018467581940712074,0.020243692765066434,-0.0017408692030634887,median,4.7
0.0050887663691989715,0.019047645289017145,0.0208192977975985,-0.0017355201967711453,median,4.8
0.0051487586955278886,0.019632268412770104,0.021401554197734596,-0.001732213719171538,median,4.9
0.005211227326314072,0.020221492672933383,0.021990715727046695,-0.0017311537442438185,median,5.0
0.005276259507625669,0.020815359141104883,0.022587277964500885,-0.0017327800390037895,median,5.1
0.005343943530476514,0.021413908482478927,0.023189915798183636,-0.0017357552965319156,median,5.2
0.005414368587606244,0.022017180831826355,0.023799139504241174,-0.0017405354269760531,median,5.3
0.005487624620772236,0.022625215662511966,0.024415596201856404,-0.0017477091777815534,median,5.4
0.005563802158642828,0.023238051648592162,0.025036675215799553,-0.0017546919156125051,median,5.5
0.005642992145389991,0.02385615067921898,0.025666008596764822,-0.0017645684875742251,median,5.6
0.005725285760169285,0.024484329829665086,0.0262988017229957,-0.001767976236827229,median,5.7
0.005810774227689164,0.025117397272372832,0.02693927200784385,-0.001774082251143172,median,5.8
0.005899548620151851,0.025755386864662944,0.027584814758989218,-0.001780318148001614,median,5.9
0.005991699650896409,0.02640663913527308,0.028238325825630906,-0.0017813834053374,median,6.0
0.006087317460127917,0.027067837337741096,0.028896825654529446,-0.0017776207207412797,median,6.1
