x,y,x3,x4,x5
1.0,1.0,0.0,46.45174524250134,0.0
1.0,2.0,0.0,43.849590301401065,0.0
1.0,3.0,0.0,43.079179954008204,82.59667418360556
1.0,4.0,0.00018356772084515363,47.8697438612386,0.0
1.0,5.0,0.00019438726003410736,45.832684899628646,48.08436644389298
1.0,6.0,0.00020720744484527284,44.180138686578054,40.952946065733954
1.0,7.0,0.0002219089174940264,42.979019716925016,0.0
1.0,8.0,0.0002383813094195646,46.2775540717079,157.23717751619955
1.0,9.0,0.0002566023467432097,47.077823210208685,44.29280960368351
1.0,10.0,0.00027642991255443996,46.84328625307568,0.0
1.0,11.0,0.0002977309287760339,46.86680539929066,77.4704214369955
1.0,12.0,0.00032015854576466894,45.93641911677521,194.46066511900693
1.0,13.0,0.0003433039804506603,45.62625296668489,0.0
1.0,14.0,0.0003665199546099064,46.046723415939624,19.518485961306407
1.0,15.0,0.0003889519137371632,46.35727798331628,175.8082044117987
1.0,16.0,0.0004095570651522136,44.03868065762265,224.60660774516657
1.0,17.0,0.00042723864256341494,45.05114083494248,30.404498084654488
1.0,18.0,0.00044083283309530807,46.13842282500044,70.52698305273188
1.0,19.0,0.00044932324902942046,49.137717785131876,6.463460410749741
1.0,20.0,0.00045236986751164785,44.0098229561818,43.37625450639756
1.0,21.0,0.00044925007532191244,44.329211979651326,65.70850853462471
1.0,22.0,0.0004402153453328782,47.483318601290065,0.0
1.0,23.0,0.00042642653136016717,46.82776472278987,133.77579530112223
1.0,24.0,0.0004085469519512657,45.0195288838895,47.77774831425913
1.0,25.0,0.0003877463338719182,43.63866887986282,3.829588111918439
1.0,26.0,0.00036518263011989217,46.790017778740676,10.056938614165388
1.0,27.0,0.0003418320820196017,46.34491107237783,78.62927551109374
1.0,28.0,0.0003185464818604684,43.526816688525194,163.63945146777633
1.0,29.0,0.0002959687889735607,44.698717292296294,191.37815496803
1.0,30.0,0.000274546963010687,48.03500990709156,148.8676050474561
1.0,31.0,0.0002545241458991825,43.214952582384974,0.0
1.0,32.0,0.00023610979821857845,45.87369374000181,0.0
1.0,33.0,0.000219341268731101,44.88936506595036,68.21622482939603
1.0,34.0,0.00020428673875185372,46.87162817038952,0.0
1.0,35.0,0.0001909228489089235,48.45792521743107,0.0
1.0,36.0,0.00017932224738146407,45.22726891585796,38.931245025038706
1.0,37.0,0.0,42.51129925214434,55.575504640777694
1.0,38.0,0.0,44.028855869553794,48.67036157305506
1.0,39.0,0.0,46.70210396684482,34.39003031506627
1.0,40.0,0.0,46.43928910610287,125.2576745385798
2.0,1.0,0.0,46.70440250612527,143.74806030970376
2.0,2.0,0.0,46.738052822299736,0.0
2.0,3.0,0.0,46.227366225639784,0.0
2.0,4.0,0.00017766153820147215,44.07286396971724,0.0
2.0,5.0,0.00018905963375368264,46.160438615256936,75.1071720155509
2.0,6.0,0.00020267003449930948,46.519427266657175,0.0
2.0,7.0,0.00021842668237996931,46.16872353386365,125.2710426884306
2.0,8.0,0.00023629027829824296,44.24586582241282,10.42400426395186
2.0,9.0,0.00025630978429141206,44.07128337593578,0.0
2.0,10.0,0.00027842527852798947,46.36893931014742,0.0
2.0,11.0,0.0003025717393803253,47.8816841578661,0.0
2.0,12.0,0.0003284557822628324,44.15588779354054,155.34926577339183
2.0,13.0,0.00035566985816899694,47.80042482255271,0.0
2.0,14.0,0.0003834973800955498,47.88353784923757,63.439318691509435
2.0,15.0,0.00041090968259002605,46.93778733871276,121.99186630947503
2.0,16.0,0.0004365641821453154,47.49835356132374,94.21138573904466
2.0,17.0,0.0004589421343453748,45.65921626601841,30.3843673393532
2.0,18.0,0.00047638509303653834,46.52134439455311,57.77538610333595
2.0,19.0,0.0004873959740528103,45.891679017875425,66.88947245621156
2.0,20.0,0.0004913509977921311,49.065684158842245,172.78366579644128
2.0,21.0,0.0004873235305971137,44.747949184678795,29.137415697650045
2.0,22.0,0.00047569847067554296,43.620846263792345,75.18568236184038
2.0,23.0,0.00045806258945821013,45.83041819918276,38.12346792579699
2.0,24.0,0.0004354925362401366,43.251678870218925,75.56896111917496
2.0,25.0,0.00040965269146512473,44.47585715189241,0.0
2.0,26.0,0.00038211983221747646,49.02838146466816,0.0
2.0,27.0,0.0003541711098529489,47.16429884931361,42.15734329210878
2.0,28.0,0.0003268317615606999,45.51629217710011,52.88612142192072
2.0,29.0,0.00030081346395358414,48.21049650835367,31.348220517146203
2.0,30.0,0.0002765587844109761,47.27006265591494,38.946475866245564
2.0,31.0,0.0002542644072507673,45.682104861061326,195.93679616974362
2.0,32.0,0.00023406402942838378,48.90331646698923,0.0
2.0,33.0,0.00021592042672080822,44.0301244199598,0.0
2.0,34.0,0.00019982251700375743,48.10754564743258,0.0
2.0,35.0,0.00018568323970023448,47.956978916674665,0.0
2.0,36.0,0.0001735136161240695,47.103518765410485,0.0
2.0,37.0,0.0,47.45438911748146,43.68761926470745
2.0,38.0,0.0,46.86920398843601,94.27455375371258
2.0,39.0,0.0,44.738371741642695,0.0
2.0,40.0,0.0,46.555879823495836,0.0
3.0,1.0,0.0,43.61850865849355,96.86072724430501
3.0,2.0,0.0,46.28514677437973,13.406816733374022
3.0,3.0,0.0001690273702148059,43.20914406121948,77.41777375456427
3.0,4.0,0.00017856450445659063,47.24484568152495,166.0578632295656
3.0,5.0,0.00019090843224734203,48.2161016359558,0.0
3.0,6.0,0.00020577949131474777,47.337394822239354,128.59860083935072
3.0,7.0,0.00022318425367581836,45.61229243032981,136.80061208310292
3.0,8.0,0.0002431762466291017,46.4246334201919,64.78452383564772
3.0,9.0,0.00026591226566969434,42.38860779824237,115.22574392869338
3.0,10.0,0.00029145460954960406,45.13016461969545,4.953559619064329
3.0,11.0,0.0003198608368254549,44.145620056963885,38.378755929517105
3.0,12.0,0.0003509412975637469,47.14032690505575,57.12260416322341
3.0,13.0,0.0003843378055044292,47.59435686085119,142.38633880853732
3.0,14.0,0.0004192784194512193,47.947343749213985,161.35856711373052
3.0,15.0,0.0004545123760118742,47.270274335700755,0.0
3.0,16.0,0.0004882528010238792,45.352596057331006,115.03245118399768
3.0,17.0,0.0005183021982931019,47.63494761997034,0.0
3.0,18.0,0.0005421428725385089,49.42285277479288,107.38897869525086
3.0,19.0,0.0005573994026833714,43.95933462574022,0.0
3.0,20.0,0.0005628941730990509,48.0822538502638,12.253417427930898
3.0,21.0,0.0005573209634644067,47.156987522834605,0.0
3.0,22.0,0.0005413205737598126,47.424739334850564,141.14012579313956
3.0,23.0,0.0005172739334312377,48.152284995975805,43.33344628641088
3.0,24.0,0.0004870253414995527,45.75365402844043,0.0
3.0,25.0,0.0004530985993501599,44.84011094867444,0.0
3.0,26.0,0.0004177503455991489,46.027519281089404,40.28488731157798
3.0,27.0,0.00038269708084138153,44.70110659953216,5.013862447389667
3.0,28.0,0.00034918495743999973,45.400912657922234,0.0
3.0,29.0,0.0003179799602235055,45.48840383680533,248.49755191200558
3.0,30.0,0.00028947405732703663,43.59001426186931,96.47034013812365
3.0,31.0,0.0002637598276467005,41.665795449514555,0.0
3.0,32.0,0.00024084676521722318,44.66954218062269,25.77162434514424
3.0,33.0,0.00022057622370818148,47.084880952829096,0.0
3.0,34.0,0.0002028262305364701,45.809136953071814,127.87623541867777
3.0,35.0,0.00018741762901281641,46.86979694874029,6.141894890656058
3.0,36.0,0.00017428438337187128,43.44277214026512,27.578169784507562
3.0,37.0,0.0001634163588343092,44.62305763521678,111.71670343057077
3.0,38.0,0.0,48.9417508661085,79.21442537929964
